지점,지점명,일시,강수량(mm)
108,서울,2019-10-07 3:00,0
108,서울,2019-10-07 4:00,1.8
108,서울,2019-10-07 5:00,0.9
108,서울,2019-10-07 6:00,0.5
108,서울,2019-10-07 7:00,1.1
108,서울,2019-10-07 8:00,2
108,서울,2019-10-07 9:00,4.1
108,서울,2019-10-07 10:00,5.2
108,서울,2019-10-07 11:00,3.7
108,서울,2019-10-07 12:00,2.3
108,서울,2019-10-07 13:00,0.9
108,서울,2019-10-07 14:00,0.8
108,서울,2019-10-07 15:00,0.3
108,서울,2019-10-07 16:00,0.8
108,서울,2019-10-07 17:00,0.9
108,서울,2019-10-07 18:00,0.1
108,서울,2019-10-25 20:00,0
108,서울,2019-10-25 21:00,0
108,서울,2019-10-28 21:00,0
108,서울,2019-10-28 22:00,1.1
108,서울,2019-10-28 23:00,0.2
108,서울,2019-10-29 0:00,0.4
108,서울,2019-10-29 1:00,0.1
108,서울,2019-11-10 21:00,11.8
108,서울,2019-11-11 0:00,0
108,서울,2019-11-11 3:00,0.6
108,서울,2019-11-11 6:00,0.4
108,서울,2019-11-11 9:00,0.1
108,서울,2019-11-13 12:00,0
108,서울,2019-11-13 15:00,2.4
108,서울,2019-11-13 18:00,5.1
108,서울,2019-11-15 3:00,0
108,서울,2019-11-15 6:00,0.7
108,서울,2019-11-15 9:00,10.4
108,서울,2019-11-15 12:00,2.3
108,서울,2019-11-15 15:00,3.2
108,서울,2019-11-15 18:00,1.9
108,서울,2019-11-15 21:00,0.3
108,서울,2019-11-17 12:00,0.3
108,서울,2019-11-17 15:00,7.5
108,서울,2019-11-17 18:00,4
108,서울,2019-11-17 21:00,6.2
108,서울,2019-11-18 0:00,3.1
108,서울,2019-11-18 3:00,12.4
108,서울,2019-11-18 6:00,2.3
108,서울,2019-11-19 0:00,0
108,서울,2019-11-19 3:00,0
108,서울,2019-11-24 15:00,0.7
108,서울,2019-11-24 18:00,3.1
108,서울,2019-11-24 21:00,0
108,서울,2019-12-01 3:00,0
108,서울,2019-12-01 6:00,0
108,서울,2019-12-01 9:00,0.1
108,서울,2019-12-01 12:00,0.6
108,서울,2019-12-01 15:00,1.4
108,서울,2019-12-01 18:00,0.8
108,서울,2019-12-01 21:00,0.4
108,서울,2019-12-02 0:00,0
108,서울,2019-12-03 18:00,0
108,서울,2019-12-03 21:00,0
108,서울,2019-12-04 0:00,0.6
108,서울,2019-12-04 3:00,0
108,서울,2019-12-07 9:00,0
108,서울,2019-12-07 12:00,0.1
108,서울,2019-12-07 15:00,0
108,서울,2019-12-09 18:00,0
108,서울,2019-12-10 3:00,0.7
108,서울,2019-12-10 6:00,1
108,서울,2019-12-11 6:00,0
108,서울,2019-12-11 9:00,0.2
108,서울,2019-12-14 0:00,1
108,서울,2019-12-14 3:00,0
108,서울,2019-12-17 6:00,2.2
108,서울,2019-12-17 9:00,7.5
108,서울,2019-12-17 12:00,0.1
108,서울,2019-12-20 0:00,0
108,서울,2019-12-20 3:00,0
108,서울,2019-12-21 15:00,0.2
108,서울,2019-12-21 18:00,0.4
108,서울,2019-12-23 0:00,0.3
108,서울,2019-12-23 3:00,2.9
108,서울,2019-12-23 9:00,0
108,서울,2019-12-23 12:00,0
108,서울,2019-12-26 9:00,0.1
108,서울,2019-12-26 12:00,0.2
108,서울,2019-12-26 15:00,0
108,서울,2019-12-29 18:00,0
108,서울,2019-12-29 21:00,0.4
108,서울,2019-12-30 0:00,1
108,서울,2019-12-30 3:00,0.1
108,서울,2019-12-30 6:00,0
108,서울,2019-12-30 9:00,0
108,서울,2019-12-30 15:00,0.3
108,서울,2019-12-31 0:00,0
108,서울,2019-12-31 3:00,0
108,서울,2020-01-01 0:00,0
