지점,지점명,일시,강수량(mm),강수량 QC플래그
108,서울,2018-05-06 16:00,,9
108,서울,2018-05-06 17:00,,9
108,서울,2018-05-06 18:00,,9
108,서울,2018-05-06 19:00,,9
108,서울,2018-05-06 20:00,,9
108,서울,2018-05-06 21:00,,9
108,서울,2018-05-06 22:00,,9
108,서울,2018-05-06 23:00,,9
108,서울,2018-05-07 0:00,,9
108,서울,2018-05-12 2:00,0,
108,서울,2018-05-12 3:00,0,
108,서울,2018-05-12 4:00,,9
108,서울,2018-05-12 5:00,0,
108,서울,2018-05-12 6:00,0.4,
108,서울,2018-05-12 7:00,0.1,
108,서울,2018-05-12 8:00,1,
108,서울,2018-05-12 9:00,3,
108,서울,2018-05-12 10:00,2.5,
108,서울,2018-05-12 11:00,3.5,
108,서울,2018-05-12 12:00,2,
108,서울,2018-05-12 13:00,3,
108,서울,2018-05-12 14:00,2,
108,서울,2018-05-12 15:00,3,
108,서울,2018-05-12 16:00,1.5,
108,서울,2018-05-12 17:00,1.5,
108,서울,2018-05-12 18:00,2,
108,서울,2018-05-12 19:00,2,
108,서울,2018-05-12 20:00,1,
108,서울,2018-05-12 21:00,0.5,
108,서울,2018-05-12 22:00,1.5,
108,서울,2018-05-12 23:00,1,
108,서울,2018-05-13 0:00,0.5,
108,서울,2018-05-13 1:00,0.2,
108,서울,2018-05-13 2:00,0.1,
108,서울,2018-05-13 3:00,0.2,
108,서울,2018-05-13 4:00,0,
108,서울,2018-05-13 5:00,0,
108,서울,2018-05-13 6:00,0,
108,서울,2018-05-13 7:00,0,
108,서울,2018-05-13 8:00,0,
108,서울,2018-05-13 9:00,0,
108,서울,2018-05-13 10:00,,9
108,서울,2018-05-13 11:00,,9
108,서울,2018-05-13 12:00,,9
108,서울,2018-05-13 13:00,,9
108,서울,2018-05-13 14:00,,9
108,서울,2018-05-13 15:00,,9
108,서울,2018-05-13 16:00,,9
108,서울,2018-05-13 17:00,,9
108,서울,2018-05-13 18:00,,9
108,서울,2018-05-13 19:00,,9
108,서울,2018-05-13 20:00,,9
108,서울,2018-05-13 21:00,,9
108,서울,2018-05-13 22:00,,9
108,서울,2018-05-13 23:00,,9
108,서울,2018-05-14 0:00,,9
108,서울,2018-05-16 0:00,0,
108,서울,2018-05-16 2:00,0.2,
108,서울,2018-05-16 3:00,0.8,
108,서울,2018-05-16 4:00,,9
108,서울,2018-05-16 5:00,,9
108,서울,2018-05-16 6:00,2,
108,서울,2018-05-16 7:00,0,
108,서울,2018-05-16 8:00,0,
108,서울,2018-05-16 9:00,4,
108,서울,2018-05-16 10:00,1,
108,서울,2018-05-16 11:00,0,
108,서울,2018-05-16 12:00,0,
108,서울,2018-05-16 13:00,35,
108,서울,2018-05-16 14:00,0,
108,서울,2018-05-16 15:00,0,
108,서울,2018-05-16 16:00,0,
108,서울,2018-05-16 17:00,0.5,
108,서울,2018-05-16 18:00,0,
108,서울,2018-05-16 19:00,0,
108,서울,2018-05-16 20:00,0.5,
108,서울,2018-05-16 21:00,0.5,
108,서울,2018-05-16 22:00,0,
108,서울,2018-05-16 23:00,0,
108,서울,2018-05-17 0:00,0.5,
108,서울,2018-05-17 1:00,0.5,
108,서울,2018-05-17 2:00,1,
108,서울,2018-05-17 3:00,2.5,
108,서울,2018-05-17 4:00,19,
108,서울,2018-05-17 5:00,0,
108,서울,2018-05-17 6:00,0,
108,서울,2018-05-17 7:00,0,
108,서울,2018-05-17 8:00,13.5,
108,서울,2018-05-17 9:00,10,
108,서울,2018-05-17 10:00,2,
108,서울,2018-05-17 11:00,2.5,
108,서울,2018-05-17 12:00,1.5,
108,서울,2018-05-17 13:00,,9
108,서울,2018-05-17 14:00,0,
108,서울,2018-05-17 15:00,0.5,
108,서울,2018-05-17 16:00,0,
108,서울,2018-05-17 17:00,2.5,
108,서울,2018-05-17 18:00,1.5,
108,서울,2018-05-17 19:00,0,
108,서울,2018-05-17 20:00,12.5,
108,서울,2018-05-17 21:00,4,
108,서울,2018-05-17 22:00,6,
108,서울,2018-05-17 23:00,2.5,
108,서울,2018-05-18 0:00,1,
108,서울,2018-05-18 1:00,1,
108,서울,2018-05-18 2:00,0.5,
108,서울,2018-05-18 3:00,2,
108,서울,2018-05-18 4:00,1,
108,서울,2018-05-18 5:00,0.5,
108,서울,2018-05-18 6:00,0,
108,서울,2018-05-18 7:00,0.5,
108,서울,2018-05-18 8:00,0,
108,서울,2018-05-18 9:00,0.5,
108,서울,2018-05-18 10:00,0,
108,서울,2018-05-18 11:00,0,
108,서울,2018-05-18 12:00,0,
108,서울,2018-05-18 13:00,0.5,
108,서울,2018-05-18 14:00,0,
108,서울,2018-05-18 15:00,,9
108,서울,2018-05-18 16:00,,9
108,서울,2018-05-18 17:00,,9
108,서울,2018-05-18 18:00,,9
108,서울,2018-05-18 19:00,,9
108,서울,2018-05-18 20:00,,9
108,서울,2018-05-18 21:00,,9
108,서울,2018-05-18 22:00,,9
108,서울,2018-05-18 23:00,,9
108,서울,2018-05-19 0:00,,9
108,서울,2018-05-22 15:00,0.1,
108,서울,2018-05-22 16:00,0.4,
108,서울,2018-05-22 17:00,1,
108,서울,2018-05-22 18:00,2,
108,서울,2018-05-22 19:00,1.5,
108,서울,2018-05-22 20:00,0.5,
108,서울,2018-05-22 21:00,0.5,
108,서울,2018-05-22 22:00,0.5,
108,서울,2018-05-22 23:00,2.5,
108,서울,2018-05-23 0:00,3.5,
108,서울,2018-05-23 1:00,3,
108,서울,2018-05-23 2:00,3,
108,서울,2018-05-23 3:00,0.5,
108,서울,2018-05-23 4:00,0,
108,서울,2018-05-23 5:00,,9
108,서울,2018-05-23 6:00,,9
108,서울,2018-05-23 7:00,,9
108,서울,2018-05-23 8:00,,9
108,서울,2018-05-23 9:00,,9
108,서울,2018-05-23 10:00,,9
108,서울,2018-05-23 11:00,,9
108,서울,2018-05-23 12:00,,9
108,서울,2018-05-23 13:00,,9
108,서울,2018-05-23 14:00,,9
108,서울,2018-05-23 15:00,,9
108,서울,2018-05-23 16:00,,9
108,서울,2018-05-23 17:00,,9
108,서울,2018-05-23 18:00,,9
108,서울,2018-05-23 19:00,,9
108,서울,2018-05-23 20:00,,9
108,서울,2018-05-23 21:00,,9
108,서울,2018-05-23 22:00,,9
108,서울,2018-05-23 23:00,,9
108,서울,2018-05-24 0:00,,9
108,서울,2018-05-29 19:00,0,
108,서울,2018-05-29 20:00,1,
108,서울,2018-05-29 21:00,0,
108,서울,2018-05-29 22:00,,9
108,서울,2018-05-29 23:00,0,
108,서울,2018-05-30 0:00,0,
108,서울,2018-05-30 1:00,0,
108,서울,2018-05-30 2:00,,9
108,서울,2018-05-30 3:00,0,
108,서울,2018-05-30 4:00,0,
108,서울,2018-05-30 5:00,,9
108,서울,2018-05-30 6:00,,9
108,서울,2018-05-30 7:00,0,
108,서울,2018-05-30 8:00,0,
108,서울,2018-05-30 9:00,,9
108,서울,2018-05-30 10:00,,9
108,서울,2018-05-30 11:00,,9
108,서울,2018-05-30 12:00,,9
108,서울,2018-05-30 13:00,,9
108,서울,2018-05-30 14:00,,9
108,서울,2018-05-30 15:00,,9
108,서울,2018-05-30 16:00,,9
108,서울,2018-05-30 17:00,,9
108,서울,2018-05-30 18:00,,9
108,서울,2018-05-30 19:00,,9
108,서울,2018-05-30 20:00,,9
108,서울,2018-05-30 21:00,,9
108,서울,2018-05-30 22:00,,9
108,서울,2018-05-30 23:00,,9
108,서울,2018-05-31 0:00,,9
108,서울,2018-06-09 19:00,0,
108,서울,2018-06-09 20:00,0.4,
108,서울,2018-06-09 21:00,0.1,
108,서울,2018-06-09 22:00,0,
108,서울,2018-06-09 23:00,0,
108,서울,2018-06-10 0:00,0,
108,서울,2018-06-10 1:00,0.5,
108,서울,2018-06-10 2:00,0,
108,서울,2018-06-10 3:00,0,
108,서울,2018-06-10 4:00,0,
108,서울,2018-06-10 5:00,,9
108,서울,2018-06-10 6:00,0,
108,서울,2018-06-10 7:00,0,
108,서울,2018-06-10 8:00,0,
108,서울,2018-06-10 9:00,,9
108,서울,2018-06-10 10:00,,9
108,서울,2018-06-10 11:00,,9
108,서울,2018-06-10 12:00,,9
108,서울,2018-06-10 13:00,,9
108,서울,2018-06-10 14:00,,9
108,서울,2018-06-10 15:00,,9
108,서울,2018-06-10 16:00,,9
108,서울,2018-06-10 17:00,,9
108,서울,2018-06-10 18:00,,9
108,서울,2018-06-10 19:00,,9
108,서울,2018-06-10 20:00,,9
108,서울,2018-06-10 21:00,,9
108,서울,2018-06-10 22:00,,9
108,서울,2018-06-10 23:00,,9
108,서울,2018-06-11 0:00,,9
108,서울,2018-06-11 14:00,0,
108,서울,2018-06-11 15:00,0,
108,서울,2018-06-11 16:00,,9
108,서울,2018-06-11 17:00,0,
108,서울,2018-06-11 18:00,0,
108,서울,2018-06-11 19:00,0.5,
108,서울,2018-06-11 20:00,0,
108,서울,2018-06-11 21:00,,9
108,서울,2018-06-11 22:00,,9
108,서울,2018-06-11 23:00,3.5,
108,서울,2018-06-12 0:00,1,
108,서울,2018-06-12 3:00,0,
108,서울,2018-06-12 4:00,0,
108,서울,2018-06-12 5:00,,9
108,서울,2018-06-12 6:00,,9
108,서울,2018-06-12 7:00,,9
108,서울,2018-06-12 8:00,,9
108,서울,2018-06-12 9:00,,9
108,서울,2018-06-12 10:00,,9
108,서울,2018-06-12 11:00,,9
108,서울,2018-06-12 12:00,,9
108,서울,2018-06-12 13:00,,9
108,서울,2018-06-12 14:00,,9
108,서울,2018-06-12 15:00,,9
108,서울,2018-06-12 16:00,,9
108,서울,2018-06-12 17:00,,9
108,서울,2018-06-12 18:00,,9
108,서울,2018-06-12 19:00,,9
108,서울,2018-06-12 20:00,,9
108,서울,2018-06-12 21:00,,9
108,서울,2018-06-12 22:00,,9
108,서울,2018-06-12 23:00,,9
108,서울,2018-06-13 0:00,,9
108,서울,2018-06-13 15:00,0,
108,서울,2018-06-13 16:00,0,
108,서울,2018-06-13 17:00,,9
108,서울,2018-06-13 18:00,,9
108,서울,2018-06-13 19:00,,9
108,서울,2018-06-13 20:00,,9
108,서울,2018-06-13 21:00,,9
108,서울,2018-06-13 22:00,,9
108,서울,2018-06-13 23:00,,9
108,서울,2018-06-14 0:00,,9
108,서울,2018-06-14 5:00,0,
108,서울,2018-06-14 6:00,1.5,
108,서울,2018-06-14 7:00,13.5,
108,서울,2018-06-14 8:00,11.5,
108,서울,2018-06-14 9:00,1.5,
108,서울,2018-06-14 10:00,1,
108,서울,2018-06-14 11:00,0,
108,서울,2018-06-14 12:00,0,
108,서울,2018-06-14 13:00,0,
108,서울,2018-06-14 14:00,,9
108,서울,2018-06-14 15:00,,9
108,서울,2018-06-14 16:00,,9
108,서울,2018-06-14 17:00,,9
108,서울,2018-06-14 18:00,,9
108,서울,2018-06-14 19:00,,9
108,서울,2018-06-14 20:00,0,
108,서울,2018-06-14 21:00,0,
108,서울,2018-06-14 22:00,,9
108,서울,2018-06-14 23:00,,9
108,서울,2018-06-15 0:00,,9
108,서울,2018-06-15 2:00,0.1,
108,서울,2018-06-15 3:00,5.4,
108,서울,2018-06-15 4:00,10.5,
108,서울,2018-06-15 5:00,0.5,
108,서울,2018-06-15 6:00,0,
108,서울,2018-06-15 7:00,,9
108,서울,2018-06-15 8:00,,9
108,서울,2018-06-15 9:00,,9
108,서울,2018-06-15 10:00,,9
108,서울,2018-06-15 11:00,,9
108,서울,2018-06-15 12:00,,9
108,서울,2018-06-15 13:00,,9
108,서울,2018-06-15 14:00,,9
108,서울,2018-06-15 15:00,,9
108,서울,2018-06-15 16:00,,9
108,서울,2018-06-15 17:00,,9
108,서울,2018-06-15 18:00,,9
108,서울,2018-06-15 19:00,,9
108,서울,2018-06-15 20:00,,9
108,서울,2018-06-15 21:00,,9
108,서울,2018-06-15 22:00,,9
108,서울,2018-06-15 23:00,,9
108,서울,2018-06-16 0:00,,9
108,서울,2018-06-26 3:00,0,
108,서울,2018-06-26 4:00,0,
108,서울,2018-06-26 5:00,0.1,
108,서울,2018-06-26 6:00,0.4,
108,서울,2018-06-26 7:00,1.5,
108,서울,2018-06-26 8:00,3.5,
108,서울,2018-06-26 9:00,6.5,
108,서울,2018-06-26 10:00,9.5,
108,서울,2018-06-26 11:00,16,
108,서울,2018-06-26 12:00,5,
108,서울,2018-06-26 13:00,14.5,
108,서울,2018-06-26 14:00,2.5,
108,서울,2018-06-26 15:00,4.5,
108,서울,2018-06-26 16:00,1,
108,서울,2018-06-26 17:00,2,
108,서울,2018-06-26 18:00,1,
108,서울,2018-06-26 19:00,1.5,
108,서울,2018-06-26 20:00,0.5,
108,서울,2018-06-26 21:00,1.5,
108,서울,2018-06-26 22:00,0,
108,서울,2018-06-26 23:00,0,
108,서울,2018-06-27 0:00,,9
108,서울,2018-06-27 1:00,0.1,
108,서울,2018-06-27 2:00,0.4,
108,서울,2018-06-27 3:00,0,
108,서울,2018-06-27 4:00,0.5,
108,서울,2018-06-27 5:00,0,
108,서울,2018-06-27 6:00,0,
108,서울,2018-06-27 7:00,0,
108,서울,2018-06-27 8:00,0,
108,서울,2018-06-27 9:00,0,
108,서울,2018-06-27 10:00,0,
108,서울,2018-06-27 11:00,,9
108,서울,2018-06-27 12:00,,9
108,서울,2018-06-27 13:00,,9
108,서울,2018-06-27 14:00,,9
108,서울,2018-06-27 15:00,,9
108,서울,2018-06-27 16:00,,9
108,서울,2018-06-27 17:00,,9
108,서울,2018-06-27 18:00,,9
108,서울,2018-06-27 19:00,,9
108,서울,2018-06-27 20:00,,9
108,서울,2018-06-27 21:00,,9
108,서울,2018-06-27 22:00,,9
108,서울,2018-06-27 23:00,,9
108,서울,2018-06-28 0:00,,9
108,서울,2018-06-28 2:00,0,
108,서울,2018-06-28 3:00,0,
108,서울,2018-06-28 4:00,0,
108,서울,2018-06-28 5:00,0,
108,서울,2018-06-28 6:00,0.1,
108,서울,2018-06-28 7:00,,9
108,서울,2018-06-28 8:00,,9
108,서울,2018-06-28 9:00,,9
108,서울,2018-06-28 10:00,,9
108,서울,2018-06-28 11:00,,9
108,서울,2018-06-28 12:00,,9
108,서울,2018-06-28 13:00,,9
108,서울,2018-06-28 14:00,,9
108,서울,2018-06-28 15:00,,9
108,서울,2018-06-28 16:00,,9
108,서울,2018-06-28 17:00,4.9,
108,서울,2018-06-28 18:00,21.5,
108,서울,2018-06-28 19:00,0,
108,서울,2018-06-28 20:00,,9
108,서울,2018-06-28 21:00,,9
108,서울,2018-06-28 22:00,0,
108,서울,2018-06-28 23:00,0,
108,서울,2018-06-29 0:00,0,
108,서울,2018-06-29 1:00,0.1,
108,서울,2018-06-29 2:00,0.2,
108,서울,2018-06-29 3:00,0.1,
108,서울,2018-06-29 4:00,0.1,
108,서울,2018-06-29 5:00,1.5,
108,서울,2018-06-29 6:00,4.5,
108,서울,2018-06-29 7:00,0,
108,서울,2018-06-29 8:00,0,
108,서울,2018-06-29 9:00,,9
108,서울,2018-06-29 10:00,,9
108,서울,2018-06-29 11:00,,9
108,서울,2018-06-29 12:00,,9
108,서울,2018-06-29 13:00,,9
108,서울,2018-06-29 14:00,,9
108,서울,2018-06-29 15:00,,9
108,서울,2018-06-29 16:00,,9
108,서울,2018-06-29 17:00,,9
108,서울,2018-06-29 18:00,,9
108,서울,2018-06-29 19:00,,9
108,서울,2018-06-29 20:00,,9
108,서울,2018-06-29 21:00,,9
108,서울,2018-06-29 22:00,,9
108,서울,2018-06-29 23:00,,9
108,서울,2018-06-30 0:00,,9
108,서울,2018-06-30 6:00,0.1,
108,서울,2018-06-30 7:00,0,
108,서울,2018-06-30 8:00,0,
108,서울,2018-06-30 9:00,,9
108,서울,2018-06-30 10:00,,9
108,서울,2018-06-30 11:00,,9
108,서울,2018-06-30 12:00,6.4,
108,서울,2018-06-30 13:00,3.5,
108,서울,2018-06-30 14:00,,9
108,서울,2018-06-30 15:00,,9
108,서울,2018-06-30 16:00,,9
108,서울,2018-06-30 17:00,,9
108,서울,2018-06-30 18:00,0.5,
108,서울,2018-06-30 19:00,4,
108,서울,2018-06-30 20:00,,9
108,서울,2018-06-30 21:00,,9
108,서울,2018-06-30 22:00,,9
108,서울,2018-06-30 23:00,,9
108,서울,2018-07-01 0:00,,9
108,서울,2018-07-01 5:00,0.1,
108,서울,2018-07-01 6:00,0.4,
108,서울,2018-07-01 7:00,0.5,
108,서울,2018-07-01 8:00,1,
108,서울,2018-07-01 9:00,1.5,
108,서울,2018-07-01 10:00,12,
108,서울,2018-07-01 11:00,18.5,
108,서울,2018-07-01 12:00,7.5,
108,서울,2018-07-01 13:00,3.5,
108,서울,2018-07-01 14:00,1,
108,서울,2018-07-01 15:00,5.5,
108,서울,2018-07-01 16:00,1,
108,서울,2018-07-01 17:00,1.5,
108,서울,2018-07-01 18:00,3.5,
108,서울,2018-07-01 19:00,5.5,
108,서울,2018-07-01 20:00,6,
108,서울,2018-07-01 21:00,3.5,
108,서울,2018-07-01 22:00,3.5,
108,서울,2018-07-01 23:00,5,
108,서울,2018-07-02 0:00,2.5,0
108,서울,2018-07-02 1:00,3,0
108,서울,2018-07-02 2:00,2,0
108,서울,2018-07-02 3:00,4.5,0
108,서울,2018-07-02 4:00,4,0
108,서울,2018-07-02 5:00,0.5,0
108,서울,2018-07-02 6:00,1,0
108,서울,2018-07-02 7:00,0.5,0
108,서울,2018-07-02 8:00,1.5,0
108,서울,2018-07-02 9:00,3,0
108,서울,2018-07-02 10:00,1,0
108,서울,2018-07-02 11:00,8,0
108,서울,2018-07-02 12:00,0,0
108,서울,2018-07-02 13:00,0.5,0
108,서울,2018-07-02 14:00,0,0
108,서울,2018-07-02 15:00,0,0
108,서울,2018-07-02 16:00,0,0
108,서울,2018-07-02 17:00,,9
108,서울,2018-07-02 18:00,0,0
108,서울,2018-07-02 19:00,1.5,0
108,서울,2018-07-02 20:00,24,0
108,서울,2018-07-02 21:00,1,0
108,서울,2018-07-02 22:00,2.5,0
108,서울,2018-07-02 23:00,0.5,0
108,서울,2018-07-03 0:00,0.5,0
108,서울,2018-07-03 1:00,0,0
108,서울,2018-07-03 2:00,,9
108,서울,2018-07-03 3:00,0,0
108,서울,2018-07-03 4:00,0,0
108,서울,2018-07-03 5:00,,9
108,서울,2018-07-03 6:00,,9
108,서울,2018-07-03 7:00,,9
108,서울,2018-07-03 8:00,,9
108,서울,2018-07-03 9:00,,9
108,서울,2018-07-03 10:00,,9
108,서울,2018-07-03 11:00,,9
108,서울,2018-07-03 12:00,,9
108,서울,2018-07-03 13:00,,9
108,서울,2018-07-03 14:00,,9
108,서울,2018-07-03 15:00,,9
108,서울,2018-07-03 16:00,,9
108,서울,2018-07-03 17:00,,9
108,서울,2018-07-03 18:00,0,0
108,서울,2018-07-03 19:00,0.1,0
108,서울,2018-07-03 20:00,,9
108,서울,2018-07-03 21:00,,9
108,서울,2018-07-03 22:00,,9
108,서울,2018-07-03 23:00,,9
108,서울,2018-07-04 0:00,,9
108,서울,2018-07-05 6:00,0,0
108,서울,2018-07-05 7:00,0.5,0
108,서울,2018-07-05 8:00,0,0
108,서울,2018-07-05 9:00,0,0
108,서울,2018-07-05 10:00,,9
108,서울,2018-07-05 11:00,,9
108,서울,2018-07-05 12:00,,9
108,서울,2018-07-05 13:00,,9
108,서울,2018-07-05 14:00,,9
108,서울,2018-07-05 15:00,,9
108,서울,2018-07-05 16:00,,9
108,서울,2018-07-05 17:00,0,0
108,서울,2018-07-05 18:00,0,0
108,서울,2018-07-05 19:00,,9
108,서울,2018-07-05 20:00,,9
108,서울,2018-07-05 21:00,,9
108,서울,2018-07-05 22:00,,9
108,서울,2018-07-05 23:00,,9
108,서울,2018-07-06 0:00,,9
108,서울,2018-07-09 7:00,0,0
108,서울,2018-07-09 8:00,0.2,0
108,서울,2018-07-09 9:00,0,0
108,서울,2018-07-09 10:00,0,0
108,서울,2018-07-09 11:00,0.3,0
108,서울,2018-07-09 12:00,0,0
108,서울,2018-07-09 13:00,0.5,0
108,서울,2018-07-09 14:00,0.5,0
108,서울,2018-07-09 15:00,0,0
108,서울,2018-07-09 16:00,1,0
108,서울,2018-07-09 17:00,1,0
108,서울,2018-07-09 18:00,0.5,0
108,서울,2018-07-09 19:00,0.5,0
108,서울,2018-07-09 20:00,1,0
108,서울,2018-07-09 21:00,1.5,0
108,서울,2018-07-09 22:00,0.5,0
108,서울,2018-07-09 23:00,1,0
108,서울,2018-07-10 0:00,5.5,0
108,서울,2018-07-10 1:00,8.5,0
108,서울,2018-07-10 2:00,6.5,0
108,서울,2018-07-10 3:00,0.5,0
108,서울,2018-07-10 4:00,0,0
108,서울,2018-07-10 5:00,,9
108,서울,2018-07-10 6:00,,9
108,서울,2018-07-10 7:00,,9
108,서울,2018-07-10 8:00,,9
108,서울,2018-07-10 9:00,,9
108,서울,2018-07-10 10:00,,9
108,서울,2018-07-10 11:00,,9
108,서울,2018-07-10 12:00,,9
108,서울,2018-07-10 13:00,,9
108,서울,2018-07-10 14:00,,9
108,서울,2018-07-10 15:00,,9
108,서울,2018-07-10 16:00,,9
108,서울,2018-07-10 17:00,,9
108,서울,2018-07-10 18:00,0,0
108,서울,2018-07-10 19:00,0.5,0
108,서울,2018-07-10 20:00,0,0
108,서울,2018-07-10 21:00,0,0
108,서울,2018-07-10 22:00,0,0
108,서울,2018-07-10 23:00,0,0
108,서울,2018-07-11 0:00,0.5,0
108,서울,2018-07-11 1:00,0.5,0
108,서울,2018-07-11 2:00,0,0
108,서울,2018-07-11 3:00,0.5,0
108,서울,2018-07-11 4:00,0,0
108,서울,2018-07-11 5:00,0.5,0
108,서울,2018-07-11 6:00,0.5,0
108,서울,2018-07-11 7:00,0.5,0
108,서울,2018-07-11 8:00,0,0
108,서울,2018-07-11 9:00,0,0
108,서울,2018-07-11 10:00,0.5,0
108,서울,2018-07-11 11:00,0,0
108,서울,2018-07-11 12:00,,9
108,서울,2018-07-11 13:00,,9
108,서울,2018-07-11 14:00,,9
108,서울,2018-07-11 15:00,,9
108,서울,2018-07-11 16:00,0,0
108,서울,2018-07-11 17:00,,9
108,서울,2018-07-11 18:00,,9
108,서울,2018-07-11 19:00,,9
108,서울,2018-07-11 20:00,,9
108,서울,2018-07-11 21:00,,9
108,서울,2018-07-11 22:00,,9
108,서울,2018-07-11 23:00,,9
108,서울,2018-07-12 0:00,,9
108,서울,2018-07-12 3:00,0,0
108,서울,2018-07-12 4:00,0,0
108,서울,2018-07-12 5:00,0.5,0
108,서울,2018-07-12 6:00,0,0
108,서울,2018-07-12 7:00,,9
108,서울,2018-07-12 8:00,,9
108,서울,2018-07-12 9:00,0,0
108,서울,2018-07-12 10:00,0.5,0
108,서울,2018-07-12 11:00,0,0
108,서울,2018-07-12 12:00,0,0
108,서울,2018-07-12 13:00,0,0
108,서울,2018-07-12 14:00,,9
108,서울,2018-07-12 15:00,,9
108,서울,2018-07-12 16:00,,9
108,서울,2018-07-12 17:00,,9
108,서울,2018-07-12 18:00,,9
108,서울,2018-07-12 19:00,,9
108,서울,2018-07-12 20:00,,9
108,서울,2018-07-12 21:00,,9
108,서울,2018-07-12 22:00,,9
108,서울,2018-07-12 23:00,,9
108,서울,2018-07-13 0:00,,9
108,서울,2018-07-14 5:00,0,0
108,서울,2018-07-14 6:00,,9
108,서울,2018-07-14 7:00,,9
108,서울,2018-07-14 8:00,,9
108,서울,2018-07-14 9:00,,9
108,서울,2018-07-14 10:00,,9
108,서울,2018-07-14 11:00,,9
108,서울,2018-07-14 12:00,,9
108,서울,2018-07-14 13:00,,9
108,서울,2018-07-14 14:00,,9
108,서울,2018-07-14 15:00,,9
108,서울,2018-07-14 16:00,,9
108,서울,2018-07-14 17:00,,9
108,서울,2018-07-14 18:00,,9
108,서울,2018-07-14 19:00,,9
108,서울,2018-07-14 20:00,,9
108,서울,2018-07-14 21:00,,9
108,서울,2018-07-14 22:00,,9
108,서울,2018-07-14 23:00,,9
108,서울,2018-07-15 0:00,,9
108,서울,2018-07-28 14:00,0.2,0
108,서울,2018-07-28 15:00,7.3,0
108,서울,2018-07-28 16:00,0,0
108,서울,2018-07-28 17:00,,9
108,서울,2018-07-28 18:00,,9
108,서울,2018-07-28 19:00,,9
108,서울,2018-07-28 20:00,,9
108,서울,2018-07-28 21:00,,9
108,서울,2018-07-28 22:00,,9
108,서울,2018-07-28 23:00,,9
108,서울,2018-07-29 0:00,,9
108,서울,2018-08-05 6:00,0,0
108,서울,2018-08-05 7:00,0.4,0
108,서울,2018-08-05 8:00,1.6,0
108,서울,2018-08-05 9:00,0,0
108,서울,2018-08-05 10:00,0,0
108,서울,2018-08-05 11:00,,9
108,서울,2018-08-05 12:00,,9
108,서울,2018-08-05 13:00,,9
108,서울,2018-08-05 14:00,,9
108,서울,2018-08-05 15:00,,9
108,서울,2018-08-05 16:00,,9
108,서울,2018-08-05 17:00,,9
108,서울,2018-08-05 18:00,,9
108,서울,2018-08-05 19:00,,9
108,서울,2018-08-05 20:00,,9
108,서울,2018-08-05 21:00,,9
108,서울,2018-08-05 22:00,,9
108,서울,2018-08-05 23:00,,9
108,서울,2018-08-06 0:00,,9
108,서울,2018-08-06 7:00,0,0
108,서울,2018-08-06 8:00,0.5,0
108,서울,2018-08-06 9:00,4,0
108,서울,2018-08-06 10:00,,9
108,서울,2018-08-06 11:00,,9
108,서울,2018-08-06 12:00,,9
108,서울,2018-08-06 13:00,,9
108,서울,2018-08-06 14:00,,9
108,서울,2018-08-06 15:00,0,0
108,서울,2018-08-06 16:00,,9
108,서울,2018-08-06 17:00,,9
108,서울,2018-08-06 18:00,0,0
108,서울,2018-08-06 19:00,0,0
108,서울,2018-08-06 20:00,,9
108,서울,2018-08-06 21:00,,9
108,서울,2018-08-06 22:00,,9
108,서울,2018-08-06 23:00,2,0
108,서울,2018-08-07 0:00,0,0
108,서울,2018-08-09 12:00,0,0
108,서울,2018-08-09 13:00,0.4,0
108,서울,2018-08-09 14:00,0,0
108,서울,2018-08-09 15:00,0,0
108,서울,2018-08-09 16:00,0,0
108,서울,2018-08-09 17:00,1.1,0
108,서울,2018-08-09 18:00,0.5,0
108,서울,2018-08-09 19:00,,9
108,서울,2018-08-09 20:00,,9
108,서울,2018-08-09 21:00,,9
108,서울,2018-08-09 22:00,,9
108,서울,2018-08-09 23:00,,9
108,서울,2018-08-10 0:00,,9
108,서울,2018-08-12 19:00,1,0
108,서울,2018-08-12 20:00,4,0
108,서울,2018-08-12 21:00,,9
108,서울,2018-08-12 22:00,,9
108,서울,2018-08-12 23:00,,9
108,서울,2018-08-13 0:00,0,0
108,서울,2018-08-13 1:00,1,0
108,서울,2018-08-13 2:00,0,0
108,서울,2018-08-13 3:00,,9
108,서울,2018-08-13 4:00,,9
108,서울,2018-08-13 5:00,,9
108,서울,2018-08-13 6:00,,9
108,서울,2018-08-13 7:00,,9
108,서울,2018-08-13 8:00,,9
108,서울,2018-08-13 9:00,,9
108,서울,2018-08-13 10:00,,9
108,서울,2018-08-13 11:00,,9
108,서울,2018-08-13 12:00,,9
108,서울,2018-08-13 13:00,,9
108,서울,2018-08-13 14:00,,9
108,서울,2018-08-13 15:00,,9
108,서울,2018-08-13 16:00,,9
108,서울,2018-08-13 17:00,,9
108,서울,2018-08-13 18:00,,9
108,서울,2018-08-13 19:00,,9
108,서울,2018-08-13 20:00,,9
108,서울,2018-08-13 21:00,,9
108,서울,2018-08-13 22:00,,9
108,서울,2018-08-13 23:00,,9
108,서울,2018-08-14 0:00,,9
108,서울,2018-08-15 18:00,0.1,0
108,서울,2018-08-15 19:00,0.9,0
108,서울,2018-08-15 20:00,,9
108,서울,2018-08-15 21:00,,9
108,서울,2018-08-15 22:00,,9
108,서울,2018-08-15 23:00,,9
108,서울,2018-08-16 0:00,,9
108,서울,2018-08-20 19:00,0,0
